major1,major2,major3,minor1,minor2,minor3
GS,NA,NA,ART,NA,NA
GOVT,HIST,NA,NA,NA,NA
HIST,NA,NA,EDUCS,NA,NA
BIOL,NA,NA,CHEM,NA,NA
GS,NA,NA,ARAB,NA,NA
EN_EC,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,GS,NA,NA
ECON,NA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
EN_BI,NA,NA,NA,NA,NA
SOC,NA,NA,ART,NA,NA
EC_GR,BUSLA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
GS,NA,NA,GOVT,NA,NA
ENG,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
EN_SO,NA,NA,NA,NA,NA
ECON,BUSLA,NA,FLMS,SSES,NA
PCA,NA,NA,SSES,NA,NA
PCA,BUSLA,NA,NA,NA,NA
PCA,REL,NA,NA,NA,NA
PCA,NA,NA,ECON,NA,NA
BI_PH,NA,NA,MATH,NA,NA
EN_PH,NA,NA,AS,NA,NA
ENG,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,CHIN,ECON,NA
CHEM,NA,NA,MATH,STATS,NA
PSYC,PCA,NA,EDUCS,NA,NA
ENG,NA,NA,FLMS,NA,NA
PCA,BUSLA,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
GOVT,NA,NA,EUR,GEOL,NA
STAT,NA,NA,MATH,NA,NA
NRSCI,NA,NA,NA,NA,NA
GOVT,ECON,NA,NA,NA,NA
ENG,NA,NA,AFS,NA,NA
EN_GO,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
ENG,NA,NA,PCA,NA,NA
SOC,NA,NA,AFS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EN_BI,NA,NA,OUTDR,NA,NA
GS,NA,NA,GNDR,NA,NA
PSYC,PCA,NA,NA,NA,NA
EN_PS,NA,NA,AFS,NA,NA
BIOL,NA,NA,ENG,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ENVS,NA,NA,ENG,OUTDR,NA
GS,PCA,NA,ENG,NA,NA
EN_EN,NA,NA,NA,NA,NA
ECON,NA,NA,STATS,NA,NA
ECON,GOVT,NA,NA,NA,NA
PCA,NA,NA,ART,NA,NA
ECON,NA,NA,STATS,NA,NA
BIOL,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,SSES,NA,NA
EC_MA,NA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
ECON,NA,NA,NA,NA,NA
GOVT,NA,NA,ARAB,AS,NA
HIST,ART,NA,NA,NA,NA
GEOL,NA,NA,MATH,NA,NA
ART,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,MATH,NA,NA
PSYC,NA,NA,SSES,NA,NA
ECON,MATH,NA,CS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,ART,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
EN_PS,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,NA,NA,PHIL,NA,NA
GS,NA,NA,GNDR,NA,NA
SOC,NA,NA,EUR,NA,NA
EN_EC,NA,NA,NA,NA,NA
NRSCI,NA,NA,PHIL,NA,NA
PSYC,NA,NA,SOC,NA,NA
ANTH,NA,NA,ENG,NA,NA
ENG,NA,NA,ART,NA,NA
MFDBA,NA,NA,NA,NA,NA
GS,ENVS,NA,NA,NA,NA
BIOL,PSYC,NA,STATS,NA,NA
ENG,NA,NA,ART,SSES,NA
ECON,NA,NA,STATS,NA,NA
GEOL,NA,NA,NA,NA,NA
PSYC,NA,NA,SSES,NA,NA
ART,PSYC,NA,PEAC,NA,NA
CONBI,PCA,NA,AFS,NA,NA
MUS,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
MATH,CS,NA,NA,NA,NA
PCA,NA,NA,GNDR,NA,NA
HISP,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,CHIN,NA,NA
ECON,NA,NA,STATS,NA,NA
ECON,NA,NA,MATH,NA,NA
ECON,NA,NA,SSES,NA,NA
EC_MA,NA,NA,SSES,NA,NA
PSYC,STAT,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
AS_HI,NA,NA,CHIN,EDUCS,NA
ECON,NA,NA,NA,NA,NA
GEOL,NA,NA,ENG,NA,NA
GEOL,NA,NA,OUTDR,NA,NA
PSYC,ART,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
CHEM,NA,NA,MUS,NA,NA
CHEM,ECON,NA,NA,NA,NA
ECON,MATH,NA,NA,NA,NA
EN_GE,NA,NA,AFS,NA,NA
CHEM,NA,NA,MATH,NA,NA
CONBI,NA,NA,NA,NA,NA
BIOL,NA,NA,CHEM,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
ECON,NA,NA,STATS,NA,NA
EN_BI,NA,NA,PUB,NA,NA
HIST,NA,NA,NA,NA,NA
ECON,NA,NA,GRST,NA,NA
ECON,BUSLA,NA,PCA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,ART,PCA,NA
ECON,NA,NA,NA,NA,NA
BIOL,NA,NA,AFS,CHEM,NA
GOVT,NA,NA,NA,NA,NA
ENG,NA,NA,AS,EDUCS,NA
NRSCI,NA,NA,FLMS,ITAL,NA
PSYC,ECON,NA,NA,NA,NA
HIST,NA,NA,ART,NA,NA
GOVT,NA,NA,NA,NA,NA
BIOL,NA,NA,SSES,NA,NA
CS,MATH,NA,NA,NA,NA
HISP,GOVT,NA,CLAS,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,ECON,NA,NA
BIOL,NA,NA,NA,NA,NA
GOVT,HIST,NA,AFS,NA,NA
PCA,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,AFS,NA,NA
GEOL,NA,NA,MATH,STATS,NA
ECON,BUSLA,NA,PSYC,NA,NA
SOC,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
HIST,NA,NA,EDUCT,NA,NA
AF_GO,NA,NA,NA,NA,NA
PCA,NA,NA,ART,NA,NA
ECON,GOVT,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
PSYC,ECON,NA,NA,NA,NA
ART,NA,NA,MATH,NA,NA
EN_BI,NA,NA,NA,NA,NA
PCA,NA,NA,CHIN,GOVT,NA
MULTL,GS,NA,NA,NA,NA
ANTH,NA,NA,FRST,PUB,NA
GEOL,NA,NA,ART,NA,NA
PSYC,ART,NA,NA,NA,NA
MATH,NA,NA,EDUCS,NA,NA
PCA,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_FR,GOVT,NA,NA,NA,NA
CN_EN,NA,NA,NA,NA,NA
MUS,NA,NA,HISP,REL,NA
ENG,NA,NA,ART,BIOL,NA
MATH,ECON,NA,STATS,NA,NA
BIOCH,NA,NA,NA,NA,NA
SOC,NA,NA,AFS,PSYC,NA
PCA,NA,NA,GNDR,NA,NA
ANTH,NA,NA,AFS,NA,NA
GOVT,NA,NA,EDUCS,ITAL,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
BIOCH,NA,NA,FRST,NA,NA
BIOL,NA,NA,AFS,CHEM,NA
GOVT,NA,NA,ART,NA,NA
BIOL,BUSLA,NA,NA,NA,NA
ENG,PHIL,NA,NA,NA,NA
PHIL,NA,NA,SSES,NA,NA
EN_BI,NA,NA,AS,OUTDR,NA
EN_SO,NA,NA,PEAC,NA,NA
CONBI,NA,NA,AFS,CLAS,HISP
BIOL,NA,NA,NA,NA,NA
EC_SP,NA,NA,NA,NA,NA
BIOL,NA,NA,MATH,NA,NA
CONBI,NA,NA,AS,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
PSYC,NA,NA,NA,NA,NA
CONBI,NA,NA,AFS,NA,NA
MULTL,NA,NA,EDUCS,NA,NA
BIOL,NA,NA,ART,CHEM,NA
ECON,BUSLA,NA,NA,NA,NA
CHEM,NA,NA,MATH,NA,NA
PCA,NA,NA,EDUCS,NA,NA
GOVT,NA,NA,GS,HISP,NA
CHEM,NA,NA,EDUCT,NA,NA
GS,NA,NA,ARAB,NA,NA
CONBI,GS,NA,AFS,NA,NA
ECON,BUSLA,NA,HISP,NA,NA
GOVT,PCA,NA,GNDR,NA,NA
BIOL,NA,NA,CHEM,NA,NA
PCA,NA,NA,FLMS,NA,NA
STAT,NA,NA,SSES,NA,NA
PCA,NA,NA,SOC,NA,NA
STAT,ECON,NA,NA,NA,NA
PHIL,NA,NA,GNDR,SOC,NA
REL,NA,NA,NA,NA,NA
EN_EC,NA,NA,HISP,NA,NA
PSYC,NA,NA,NA,NA,NA
BI_PH,NA,NA,MATH,NA,NA
GOVT,NA,NA,HIST,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ANTH,BUSLA,NA,AFS,NA,NA
PSYC,NA,NA,NA,NA,NA
HISP,GOVT,NA,CLAS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EN_EC,NA,NA,NA,NA,NA
EC_SP,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
PSYC,STAT,NA,MATH,NA,NA
GEOL,NA,NA,NA,NA,NA
PHIL,NA,NA,NA,NA,NA
BIOL,BUSLA,NA,PHYS,NA,NA
ENG,NA,NA,NA,NA,NA
EC_MA,BUSLA,NA,STATS,NA,NA
PHYS,MATH,NA,CHIN,NA,NA
BIOL,NA,NA,CHEM,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ENG,NA,NA,HISP,PHIL,NA
ENG,NA,NA,EDUCS,NA,NA
EN_EC,NA,NA,NA,NA,NA
PCA,NA,NA,ART,NA,NA
GS,ENVS,NA,ARAB,NA,NA
MFDBA,NA,NA,EDUCS,NA,NA
PSYC,ART,NA,NA,NA,NA
ECON,BUSLA,NA,EUR,NA,NA
ECON,NA,NA,STATS,NA,NA
EC_MA,NA,NA,STATS,NA,NA
ENVS,NA,NA,FR,NA,NA
PSYC,NA,NA,EDUCS,MATH,NA
BIOCH,NA,NA,ANTH,NA,NA
BIOL,NA,NA,NA,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,CLAS,HISP,NA
GEOL,NA,NA,NA,NA,NA
GOVT,NA,NA,ARAB,PEAC,NA
BIOL,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
PSYC,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
MFDBS,NA,NA,NA,NA,NA
GOVT,NA,NA,PHIL,NA,NA
ENG,NA,NA,NA,NA,NA
PSYC,NA,NA,HIST,NA,NA
PCA,BUSLA,NA,NA,NA,NA
SOC,NA,NA,SSES,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
STAT,NA,NA,SSES,NA,NA
PSYC,NA,NA,GOVT,NA,NA
GOVT,NA,NA,ARAB,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
BIOL,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HISP,NA,NA,GS,NA,NA
EN_GO,NA,NA,NA,NA,NA
SOC,NA,NA,SSES,NA,NA
GOVT,NA,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
GOVT,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,CS,NA,NA
HIST,NA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
GS,NA,NA,ART,NA,NA
ENG,NA,NA,FLMS,NA,NA
FRST,NA,NA,AFS,EDUCS,PEAC
GOVT,NA,NA,ARAB,NA,NA
PSYC,NA,NA,NA,NA,NA
GOVT,NA,NA,GNDR,NA,NA
CHEM,NA,NA,NA,NA,NA
PSYC,NA,NA,ENG,NA,NA
ECON,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
PHYS,MATH,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,SOC,NA,NA
ECON,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
EN_MA,NA,NA,HISP,NA,NA
HIST,MUS,NA,NA,NA,NA
GOVT,NA,NA,AFS,ART,NA
GOVT,BUSLA,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
ART,BUSLA,NA,NA,NA,NA
ECON,NA,NA,EDUCS,NA,NA
GOVT,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
ENG,NA,NA,MUS,NA,NA
PHIL,SOC,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
GS,NA,NA,ECON,NA,NA
HISP,NA,NA,ANTH,NA,NA
GS,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,PHIL,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
PHIL,BUSLA,NA,NA,NA,NA
SOC,NA,NA,NA,NA,NA
PHIL,GOVT,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
AF_HI,NA,NA,EDUCS,NA,NA
EN_EN,NA,NA,NA,NA,NA
CS,NA,NA,NA,NA,NA
PCA,NA,NA,EDUCS,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
SOC,NA,NA,AFS,GOVT,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,PCA,NA,NA
HIST,NA,NA,CLAS,NA,NA
GOVT,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
MUS,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_MA,NA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,SOC,NA
GOVT,NA,NA,SSES,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,SSES,NA
MATH,NA,NA,NA,NA,NA
PSYC,NA,NA,PCA,NA,NA
SOC,BUSLA,NA,NA,NA,NA
EC_MA,NA,NA,STATS,NA,NA
PSYC,NA,NA,ART,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
HIST,NA,NA,ECON,EUR,NA
GOVT,NA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
PSYC,NA,NA,ART,NA,NA
ECON,BUSLA,NA,GOVT,NA,NA
AF_AN,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
CONBI,NA,NA,AFS,NA,NA
STAT,NA,NA,MATH,NA,NA
ECON,NA,NA,GEOL,NA,NA
HISP,NA,NA,FLMS,NA,NA
ENVS,NA,NA,GRST,NA,NA
MATH,MUS,NA,STATS,NA,NA
ENVS,NA,NA,OUTDR,NA,NA
CONBI,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
EN_PH,NA,NA,NA,NA,NA
PHIL,NA,NA,BIOL,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,MULTL,NA,NA,NA,NA
MUS,NA,NA,ART,NA,NA
HIST,NA,NA,ART,NA,NA
EN_EN,NA,NA,CNS,OUTDR,NA
SOC,NA,NA,NA,NA,NA
EN_BI,NA,NA,NA,NA,NA
ENVS,ART,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,SSES,NA
GOVT,NA,NA,NA,NA,NA
EN_EN,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PHYS,NA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
ECON,NA,NA,EDUCS,NA,NA
BIOL,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PHIL,NA,NA,FLMS,NA,NA
EN_CH,NA,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
PSYC,MUS,NA,NA,NA,NA
SOC,NA,NA,NA,NA,NA
BIOL,NA,NA,CHEM,NA,NA
STAT,NA,NA,NA,NA,NA
HIST,PHIL,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
PCA,NA,NA,SSES,EDUCS,NA
GOVT,NA,NA,NA,NA,NA
PCA,NA,NA,PSYC,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
HIST,NA,NA,EDUCT,NA,NA
NRSCI,NA,NA,SSES,NA,NA
PCA,NA,NA,ANTH,NA,NA
HIST,NA,NA,NA,NA,NA
CS,NA,NA,SSES,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
FRST,REL,NA,ARAB,NA,NA
HIST,NA,NA,NA,NA,NA
CN_EC,NA,NA,NA,NA,NA
ENG,HIST,NA,NA,NA,NA
ECON,HIST,NA,NA,NA,NA
SOC,NA,NA,EDUCS,NA,NA
EN_SO,NA,NA,CLAS,NA,NA
PSYC,NA,NA,NA,NA,NA
PCA,NA,NA,EDUCS,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
BIOCH,NA,NA,SSES,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
MATH,NA,NA,AFS,STATS,NA
ECON,BUSLA,NA,NA,NA,NA
GS,NA,NA,ENG,NA,NA
GEOL,NA,NA,NA,NA,NA
EN_GO,NA,NA,NA,NA,NA
ECON,NA,NA,FLMS,NA,NA
EC_MA,NA,NA,NA,NA,NA
STAT,ECON,NA,MATH,NA,NA
GOVT,ECON,NA,NA,NA,NA
HIST,GOVT,NA,NA,NA,NA
ENVS,BUSLA,NA,NA,NA,NA
SOC,BUSLA,NA,GRST,NA,NA
SOC,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,PCA,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,GS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,STATS,NA,NA
MATH,CS,NA,PHYS,NA,NA
BIOL,NA,NA,CHEM,NA,NA
ECON,NA,NA,MATH,STATS,NA
MULTL,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PCA,BUSLA,NA,CLAS,NA,NA
BIOL,NA,NA,MATH,NA,NA
ENG,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PHYS,MATH,NA,NA,NA,NA
PSYC,NA,NA,STATS,NA,NA
GEOL,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,NA,NA,SSES,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
NRSCI,NA,NA,NA,NA,NA
PCA,NA,NA,SOC,NA,NA
GS,NA,NA,PCA,NA,NA
HIST,NA,NA,NA,NA,NA
SOC,NA,NA,HISP,ANTH,NA
PCA,NA,NA,PHIL,NA,NA
ECON,BUSLA,NA,GOVT,NA,NA
GOVT,NA,NA,EDUCT,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,NA,NA,SSES,EDUCS,NA
ECON,BUSLA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,NA,NA
HIST,NA,NA,FLMS,NA,NA
BIOL,NA,NA,FLMS,NA,NA
BIOL,NA,NA,EDUCT,NA,NA
PCA,NA,NA,FLMS,ITAL,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,BIOL,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
ECON,BUSLA,NA,GOVT,NA,NA
ECON,GOVT,NA,NA,NA,NA
PCA,NA,NA,ENG,NA,NA
EN_EN,NA,NA,ART,NA,NA
ECON,NA,NA,GOVT,NA,NA
BIOL,NA,NA,NA,NA,NA
AF_AN,NA,NA,GOVT,NA,NA
CS,ECON,NA,NA,NA,NA
PCA,NA,NA,SSES,NA,NA
GOVT,NA,NA,FLMS,NA,NA
CHEM,MATH,NA,NA,NA,NA
HIST,GOVT,NA,EUR,NA,NA
BIOL,NA,NA,SSES,NA,NA
PCA,NA,NA,NA,NA,NA
EC_MA,NA,NA,STATS,NA,NA
PSYC,GOVT,NA,GRST,NA,NA
CHEM,PHYS,NA,MATH,NA,NA
ECON,BUSLA,NA,ITAL,NA,NA
EN_SO,NA,NA,NA,NA,NA
GOVT,NA,NA,EDUCS,NA,NA
GOVT,NA,NA,STATS,ARAB,NA
ECON,BUSLA,NA,NA,NA,NA
CONBI,NA,NA,STATS,AFS,NA
GEOL,CHEM,NA,NA,NA,NA
REL,BUSLA,NA,NA,NA,NA
GOVT,GS,NA,NA,NA,NA
BIOL,NA,NA,MATH,NA,NA
MATH,NA,NA,PHYS,NA,NA
ENVS,BUSLA,NA,NA,NA,NA
EN_PS,NA,NA,ART,NA,NA
FRST,NA,NA,AFS,NA,NA
PCA,NA,NA,GOVT,NA,NA
GOVT,NA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
HISP,GS,NA,NA,NA,NA
BIOL,NA,NA,SSES,PCA,NA
ENVS,SOC,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,MATH,NA,NA
GS,NA,NA,NA,NA,NA
PSYC,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,EDUCS,NA,NA
MATH,NA,NA,NA,NA,NA
SOC,NA,NA,NA,NA,NA
HIST,NA,NA,AFS,GRST,NA
PSYC,ECON,NA,NA,NA,NA
ENVS,ECON,NA,NA,NA,NA
GS,NA,NA,FLMS,NA,NA
HIST,NA,NA,EDUCS,NA,NA
SOC,BUSLA,NA,NA,NA,NA
ART,NA,NA,EDUCS,NA,NA
SOC,NA,NA,FLMS,NA,NA
CONBI,NA,NA,NA,NA,NA
GOVT,GS,NA,HISP,NA,NA
GOVT,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
HIST,NA,NA,SSES,NA,NA
HIST,NA,NA,AFS,NA,NA
ECON,NA,NA,MATH,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,FLMS,NA,NA
GOVT,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,ENG,NA,NA
MFDBA,NA,NA,NA,NA,NA
EC_MA,NA,NA,NA,NA,NA
ECON,GOVT,NA,NA,NA,NA
ECON,NA,NA,EDUCS,NA,NA
ENVS,NA,NA,FLMS,NA,NA
PSYC,BUSLA,NA,SSES,NA,NA
ANTH,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,SSES,NA,NA
MATH,NA,NA,STATS,NA,NA
BIOL,NA,NA,NA,NA,NA
EN_MA,NA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
PSYC,NA,NA,GNDR,NA,NA
ECON,BUSLA,NA,EDUCS,NA,NA
NRSCI,NA,NA,ECON,NA,NA
EN_PH,NA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
MATH,NA,NA,BIOL,NA,NA
PSYC,SOC,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
GS,NA,NA,EDUCS,NA,NA
ANTH,NA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
HISP,PSYC,NA,NA,NA,NA
PSYC,BUSLA,NA,GOVT,NA,NA
BIOL,NA,NA,NA,NA,NA
SOC,NA,NA,SSES,NA,NA
CONBI,NA,NA,NA,NA,NA
SOC,NA,NA,NA,NA,NA
BIOL,NA,NA,ANTH,NA,NA
ECON,NA,NA,GOVT,NA,NA
MATH,BUSLA,NA,NA,NA,NA
BIOCH,NA,NA,ANTH,NA,NA
MULTL,GS,NA,NA,NA,NA
SOC,NA,NA,AFS,GOVT,NA
GOVT,NA,NA,NA,NA,NA
ENG,NA,NA,FLMS,NA,NA
SOC,NA,NA,GNDR,NA,NA
AF_AN,NA,NA,NA,NA,NA
ENVS,NA,NA,NA,NA,NA
EC_FR,BUSLA,NA,NA,NA,NA
GOVT,HIST,NA,NA,NA,NA
BIOL,NA,NA,EDUCT,ENG,NA
HISP,BUSLA,NA,CLAS,NA,NA
EN_EC,NA,NA,GOVT,NA,NA
CS,NA,NA,MATH,NA,NA
GS,ECON,BUSLA,NA,NA,NA
ART,BUSLA,NA,NA,NA,NA
MULTL,NA,NA,ART,ITAL,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,NA,NA,FLMS,NA,NA
ENG,GOVT,NA,NA,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
ENG,NA,NA,FLMS,NA,NA
BIOL,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
MUS,NA,NA,GRST,NA,NA
MATH,ECON,NA,STATS,NA,NA
PSYC,ECON,NA,NA,NA,NA
PHIL,GOVT,NA,NA,NA,NA
MATH,CS,NA,NA,NA,NA
ENVS,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,GRST,NA,NA
EC_FR,NA,NA,NA,NA,NA
SOC,ECON,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
EN_SO,NA,NA,OUTDR,NA,NA
GOVT,NA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
HISP,NA,NA,EDUCT,CLAS,NA
GOVT,NA,NA,FRST,AFS,NA
PSYC,NA,NA,SOC,EDUCS,NA
EN_EN,NA,NA,NA,NA,NA
CONBI,NA,NA,GS,NA,NA
BIOL,NA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
GS,NA,NA,AFS,NA,NA
EN_SO,NA,NA,CLAS,NA,NA
PSYC,SOC,NA,NA,NA,NA
GS,NA,NA,AFS,NA,NA
PSYC,NA,NA,NA,NA,NA
BIOL,BUSLA,NA,NA,NA,NA
CS,MATH,NA,NA,NA,NA
PSYC,FRST,NA,NA,NA,NA
BIOL,NA,NA,AFS,NA,NA
GEOL,NA,NA,GS,NA,NA
BIOL,ECON,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
PHIL,NA,NA,ITAL,NA,NA
CONBI,NA,NA,NA,NA,NA
SOC,NA,NA,MUS,PEAC,NA
PSYC,HIST,NA,SSES,NA,NA
MATH,NA,NA,ENG,NA,NA
MATH,ECON,NA,NA,NA,NA
PCA,NA,NA,SOC,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
BIOL,NA,NA,CHEM,NA,NA
FRST,HIST,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,ART,NA,NA,NA,NA
ENG,NA,NA,ART,NA,NA
PSYC,ENVS,NA,SOC,NA,NA
